V1,V2,V3,V4,V5,V6
5417.6533203125,5473.2935,5530.0273,5552.2397,5645.9854,5690.299
2338.28515625,2361.3284,2368.9954,2390.6086,2399.396,2386.163
4835.4111328125,5044.962,5236.361,5409.3506,5594.5137,5785.957
1577.4224853515625,1660.4169,1721.4054,1702.4954,1712.9862,1670.4742
14389.8623046875,15382.725,16302.895,17245.543,18173.438,18768.262
12597.392578125,13320.557,13944.355,14657.746,15399.381,15833.567
2446.555419921875,2580.4907,2691.854,2811.026,2928.9578,2994.4182
3261.376953125,3483.089,3699.3076,3917.5654,4160.6245,4331.254
3805.58349609375,3927.3887,3999.8477,4046.0862,4116.756,4360.5034
1555.984619140625,1586.6709,1612.2982,1665.0193,1677.3348,1686.1154
5929.37353515625,6294.426,6628.002,6921.1255,7260.4604,7594.8027
3349.67041015625,3617.1013,3917.9514,4192.8115,4543.164,4830.109
4484.4462890625,4776.424,5104.811,5417.0513,5799.4414,6111.9863
7366.7724609375,7821.288,8264.201,8702.98,9149.203,9665.816
4837.55859375,5163.5117,5482.757,5770.784,6195.9434,6501.6265
4373.95263671875,4715.921,5097.5273,5488.6816,5919.0635,6170.842
6046.55419921875,6352.425,6679.397,7031.0757,7342.99,7626.13
8244.423828125,8364.432,8368.965,8519.93,8791.302,8786.391
9070.7998046875,9503.936,9887.344,10263.029,10625.612,10878.308
8237.5673828125,8758.615,9282.892,9753.023,10290.27,10795.885
5405.1787109375,5671.705,5947.575,6208.504,6554.168,6831.3623
4523.57763671875,4630.342,4732.734,4845.136,4973.8945,5086.0146
10879.408203125,11408.869,11877.35,12372.912,12674.681,13217.473
7056.123046875,7395.699,7746.5044,8031.9023,8247.839,8493.548
15540.5390625,16788.758,17908.469,19186.258,19823.025,19910.875
10419.6484375,10711.704,10973.6875,11215.18,11448.529,11804.383
5078.9130859375,5352.0317,5655.412,5983.215,6291.492,6439.0156
2228.864013671875,2251.8484,2240.4785,2274.467,2298.37,2320.6978
12987.44921875,14005.833,15016.977,16063.353,17129.861,17719.73
2918.9169921875,3074.565,3240.1516,3400.0586,3598.2603,3744.983
7046.630859375,7449.057,7929.795,8373.529,8932.471,9135.269
4039.177490234375,4288.301,4544.062,4809.6924,5046.8857,5317.317
2177.42626953125,2129.3572,2226.7866,2424.396,2170.7866,2260.8386
2486.7431640625,2681.6973,2875.7896,3076.842,3269.2144,3415.0024
16108.7958984375,16789.934,17408.8,17893.676,18315.54,19118.531
2159.623779296875,2293.1484,2160.265,2270.8975,2462.821,2569.1177
3033.585693359375,2825.436,2918.995,2819.3682,2717.6677,2856.8662
2361.569580078125,2459.2712,2535.783,2623.438,2660.4775,2669.624
9369.76171875,10057.75,10721.475,11405.641,12113.773,12745.76
7392.751953125,7956.9146,8548.326,9139.303,9740.016,10258.77
5262.2587890625,5596.796,5958.9404,6346.179,6939.6953,7279.3345
9532.689453125,9727.506,9901.174,10088.698,10224.999,10332.734
2197.724609375,2242.33,2323.3027,2384.5698,2511.7324,2584.0518
11723.537109375,12240.032,12902.123,13782.503,14599.504,14923.767
9825.4912109375,10436.41,10963.633,11573.758,12140.402,12508.949
5171.306640625,5426.961,5654.4033,5939.897,6140.9087,6247.627
12358.474609375,12389.646,12562.183,12447.505,12435.795,12456.87
2120.69970703125,2272.91,2411.8047,2567.8865,2679.608,2714.046
4002.28271484375,4027.585,4015.3232,4093.2336,4026.6743,3852.6648
3247.2060546875,3388.397,3516.848,3659.6516,3801.5613,3932.0315
3564.413330078125,3819.5476,4087.8281,4355.782,4634.5605,4796.7305
6253.3896484375,6113.1475,6858.13,7608.141,8277.821,7908.8364
16985.810546875,18025.383,19163.031,20363.254,21746.441,22141.559
3598.2265625,3542.588,3463.4868,3722.8882,3490.1958,3333.8386
1980.9007568359375,2059.8179,2081.3164,2175.5664,2155.673,2120.9229
6280.919921875,6785.9346,7282.218,7789.1807,8304.734,8743.049
6937.353515625,7424.442,7958.8247,8494.854,9069.177,9571.141
4107.97900390625,4298.2207,4401.6543,4600.2666,4620.5215,4585.887
2825.4765625,2833.356,2845.3984,2855.6914,3016.168,3033.5745
10541.888671875,10754.984,10928.502,11290.654,11373.319,11440.738
11018.1025390625,11392.523,11417.121,11708.5,12782.805,12369.089
3481.75927734375,3751.3386,4057.3596,4388.321,4624.127,4734.9688
7668.2314453125,8317.219,8988.151,9737.226,10367.584,10810.071
1954.3994140625,2067.9336,2192.5635,2326.6636,2481.4624,2589.4424
2753.8544921875,2907.8926,3081.3545,3306.0537,3543.0273,3653.8364
3129.1748046875,3362.8745,3634.9983,3918.0156,4195.875,4401.829
4888.65966796875,5242.4717,5653.8516,6088.8604,6576.3433,6998.5806
5061.595703125,5417.9883,5790.246,6047.13,6452.795,6907.402
15229.7158203125,15973.469,16656.861,17498.764,18111.555,18763.404
3614.7021484375,3890.412,4177.17,4482.849,4776.193,5023.2217
9833.5771484375,9971.787,9914.053,10178.881,9900.59,9843.795
1157.125732421875,1175.9078,1210.8949,1214.2598,1210.7089,1215.8652
8132.4306640625,8385.018,8665.115,8994.396,9113.426,9286.188
7657.1533203125,7656.817,7704.0093,7734.5977,7801.542,7698.6895
801.0771484375,738.56604,1051.4127,1351.5869,1324.7067,1124.0406
8909.158203125,9195.358,9460.302,9694.236,9952.692,10154.691
9561.4208984375,9572.116,9648.852,9685.204,9852.354,9947.38
1051.4178466796875,1054.3988,1059.104,1065.5197,1076.5148,1077.1019
1279.3414306640625,1280.0055,1296.2501,1300.046,1313.532,1299.0217
6742.228515625,7134.737,7491.885,7881.743,8283.7705,8559.184
9321.0068359375,9393.195,9441.79,9512.744,9581.015,9595.941
11993.74609375,12407.703,12740.337,12926.5625,12856.381,12921.541
6418.33203125,6811.2812,7210.6895,7606.179,8039.8154,8358.093
3692.25390625,3847.4766,3942.8052,4100.689,4106.611,4110.4155
2584.583984375,2793.095,2962.7104,3154.337,3200.1362,3200.1748
2711.361328125,2675.1855,3226.9229,3416.7869,3385.2617,3136.1003
1778.463134765625,1800.6338,1819.4059,1847.5992,1864.8585,1891.0302
3772.21142578125,4033.499,4261.0244,4545.9473,4665.0073,4669.085
4741.3671875,5122.994,5506.704,5935.3584,6311.08,6512.1045
4228.345703125,4218.405,4385.071,4302.257,4553.048,4714.919
13567.2880859375,14330.201,15140.254,15849.051,16881.146,17724.332
5689.125,6145.1855,6573.2754,6992.958,7536.6777,7751.751
4097.9638671875,4269.368,4419.6533,4562.0557,4729.4546,4830.4756
4415.2041015625,4603.4873,4760.1055,4886.6963,5055.79,5251.304
11089.1025390625,11771.888,12492.834,13191.258,14015.74,14673.406
7672.908203125,8257.928,8945.704,9575.862,10700.865,11331.642
8225.0361328125,8804.869,9315.997,9917.778,10479.654,10599.146
12351.943359375,12846.731,13431.514,13703.326,14279.185,14494.594
17483.4375,18301.965,18922.852,20120.434,22188.023,22446.717
8397.7470703125,8854.13,9235.941,9639.186,9951.762,10070.736
3165.685546875,3354.7166,3531.934,3719.2798,3918.5466,4054.309
9330.890625,9914.353,10548.528,11182.217,11860.217,12477.47
14210.642578125,15123.328,16026.215,16958.746,17936.11,18460.234
5928.48046875,6250.8765,6541.4883,6896.5024,7110.451,7179.6226
2759.265625,2731.8103,2989.367,3118.6282,3082.1433,2949.5571
7727.6015625,8141.825,8526.337,8923.065,9337.361,9625.999
3141.63671875,3397.4185,3632.8467,3886.374,4074.1206,4141.02
12948.6953125,13292.219,13587.857,13791.6455,13715.516,13891.522
2247.87451171875,2397.557,2537.7937,2682.165,2820.689,2914.0852
2551.259033203125,2682.8557,2806.393,2938.5757,3048.902,3189.359
12663.28125,13337.478,14220.58,15039.33,15236.255,15493.037
2085.3330078125,2212.3335,2340.419,2469.8213,2616.8962,2743.0708
7819.4384765625,7925.6797,8053.1016,8231.951,8271.056,8260.376
10076.4873046875,10259.786,10467.105,10603.557,10727.881,10796.775
2796.607421875,2937.442,3073.775,3279.2173,3346.5461,3351.7397
3074.35400390625,3249.8057,3419.8362,3611.9475,3772.5542,3859.0703
17969.984375,19234.139,20412.258,21816.527,23010.178,23700.424
8665.8388671875,8718.9,8725.003,8809.386,8870.533,8829.589
10665.8642578125,10824.305,10995.031,11276.17,11238.2295,11175.954
8079.71142578125,8435.784,8847.25,9238.51,9683.44,10067.013
7991.96142578125,8013.0625,7993.1484,7992.6616,8017.7583,8009.6504
1344.315673828125,1383.9502,1447.2135,1446.4893,1603.633,1389.1813
7470.572265625,7494.0957,7525.1855,7554.855,7585.374,7537.4595
8322.146484375,8496.175,8720.129,8917.856,9009.441,9040.229
6938.6884765625,7117.966,7351.176,7600.75,7712.958,7782.4424
3889.28076171875,4101.796,4313.4907,4549.433,4782.3438,4970.1
2034.607421875,2101.9023,2197.2297,2263.4585,2260.09,2272.2166
4110.65234375,4232.659,4380.046,4635.9355,4314.5615,4254.6636
7955.3173828125,8836.694,8480.487,9378.822,10981.683,10305.258
17064.94921875,18278.984,19558.904,21084.682,22645.07,24189.715
5489.232421875,5745.362,6014.1553,6244.8135,6453.1406,6730.034
2456.655517578125,2619.1548,2773.7676,2931.2905,3094.6782,3220.4668
2299.140380859375,2402.0264,2504.9846,2567.6548,2669.9233,2746.2056
3855.61572265625,4106.4253,4378.748,4684.8833,4679.407,4814.909
9692.16796875,10421.527,11098.426,11802.393,12179.7295,12192.477
11631.560546875,12519.77,13387.854,14049.02,14941.815,15667.1875
2273.443115234375,2320.4944,2345.8223,2391.7788,2372.0005,2362.5974
17556.359375,18418.53,19115.29,19959.523,20503.191,20689.46
12506.515625,13474.443,14556.242,15866.15,16782.672,17527.184
778.469970703125,788.8285,808.82965,790.605,811.3551,818.86725
5322.26806640625,5450.6514,5491.6484,5501.1934,5614.7656,5552.116
8963.94140625,8986.773,8928.019,8953.14,8965.561,9005.402
2631.955078125,2696.9587,2745.7397,2820.5898,2799.9685,2794.3665
8419.177734375,9010.644,9627.643,10242.433,10892.854,11518.861
1815.7823486328125,1864.8649,1893.5433,1912.9695,1885.7633,1900.079
2930.48974609375,3182.9458,3442.0928,3697.5938,3997.3818,4228.0254
3393.1572265625,3688.0957,3997.4912,4308.5693,4628.8906,4834.338
1289.5784912109375,1266.4562,1310.3064,1364.6412,1379.9225,1344.3999
7852.66748046875,8265.561,8700.231,9286.688,9873.605,10021.456
8246.0234375,8575.133,9005.421,9412.673,9925.498,10255.188
10744.220703125,11315.614,11890.982,12484.795,12845.521,13025.693
7621.455078125,7538.993,7497.711,7410.9995,7648.254,8118.791
2945.83349609375,3106.019,3252.6917,3410.393,3579.7837,3734.3306
2623.013427734375,2680.0676,2737.6519,2758.2239,2744.5112,2787.3936
5942.58642578125,6165.159,5975.259,6338.3486,6441.855,5659.4453
5398.7236328125,5619.101,5882.1284,6210.33,6554.8,6833.7
8507.2763671875,8595.094,8746.886,8855.546,8786.333,8752.8955
12065.548828125,13112.469,14433.9,15301.994,16789.988,18197.875
2772.39697265625,2749.9827,2675.0552,2766.2676,2781.4617,2687.0244
9631.4169921875,9900.773,10215.443,10521.4375,10936.596,11222.8955
9149.6943359375,9164.5625,9176.777,9198.992,9193.272,9189.506
1279.9788818359375,1310.3436,1346.5046,1377.1548,1429.0027,1460.6887
2890.697265625,3078.8477,3266.205,3442.6152,3665.8438,3800.1416
1907.013916015625,1936.4612,1959.9932,1975.3982,1974.9757,1965.8977
4291.1806640625,4409.735,4403.517,4432.068,4406.952,4494.3447
6400.3486328125,6707.626,6981.8926,7285.4834,7587.156,7886.7812
12208.7333984375,12908.18,13606.66,14217.209,15102.152,15984.117
1990.738037109375,2124.2654,2254.6963,2389.8262,2525.9834,2598.696
11563.232421875,11763.82,11867.953,12794.865,13903.004,13926.057
11113.369140625,11917.684,12781.607,13652.08,14648.811,15416.889
4879.3525390625,5242.654,5603.9043,5962.347,6405.6934,6721.4814
11583.00390625,12409.117,13147.031,13967.473,14501.356,14641.335
6711.25,6926.571,7115.8364,7481.3877,7812.491,7915.16
16404.4140625,17121.586,17848.46,18651.32,19531.342,20101.742
3024.887939453125,3115.4746,3218.0237,3340.7002,3498.0813,3591.1646
14420.0029296875,15257.275,16105.43,17033.521,17753.094,18586.695
11198.8017578125,11753.679,12375.439,12963.596,13578.852,14119.0625
15492.146484375,16253.393,17155.46,18106.21,19190.738,19653.213
3170.24658203125,3271.52,3376.0635,3472.0642,3566.2144,3641.45
1685.4033203125,1728.9038,1769.416,1804.6501,1845.4677,1883.0215
2648.75537109375,2812.079,2998.8357,3176.9368,3363.1968,3544.688
14004.2353515625,15097.32,16180.803,17375.617,18515.748,19139.914
2500.2373046875,2655.3032,2828.4326,3009.4414,3227.3574,3347.4185
3668.131103515625,3728.5115,3791.7854,3698.8628,3764.7239,3788.2112
12709.2119140625,13397.8125,14023.402,14637.77,15376.509,15788.152
2018.287353515625,1999.7745,2064.4011,1983.2828,2135.4102,2235.3474
13232.23828125,14023.022,14823.727,15755.889,16477.037,16760.32
5204.1982421875,5599.343,5980.6035,6406.039,6750.87,6858.1924
8176.5,8639.778,9099.144,9536.715,10032.041,10528.583
3750.08251953125,3971.6377,4199.372,4420.4907,4700.7715,4901.547
8976.3095703125,9018.253,9050.764,9091.762,9046.152,9055.221
7170.5908203125,7590.661,7994.393,8407.876,8889.496,9196.131
3801.626220703125,4023.799,4264.2285,4494.422,4766.823,5010.4014
15318.20703125,16050.621,16814.3,17535.242,18263.836,19086.547
12870.76953125,13833.732,14763.723,15768.369,16699.438,17153.51
6965.9501953125,7518.7334,8041.6885,8646.699,8933.602,8987.553
7123.177734375,7588.824,8064.878,8588.344,9126.586,9442.553
11401.326171875,12106.635,12764.74,13430.134,14123.292,14584.475
5784.05078125,5669.2617,5855.501,6118.7305,6264.795,6109.4473
8810.50390625,9258.509,9747.619,10292.748,10758.381,11053.329
5548.5078125,5881.4277,6282.97,6779.9883,7442.58,7761.551
6752.7001953125,6983.427,7221.967,7594.9844,7751.6084,7873.2373
7558.39404296875,7655.9873,7915.787,8206.344,8428.917,8482.878
17523.671875,18740.164,19912.406,21153.742,22470.023,23398.611
8342.8369140625,8440.453,8553.096,8652.785,8930.047,8848.944
3692.124755859375,3844.3027,4007.6597,4150.49,4220.827,4307.767
3291.209228515625,3321.7256,3351.4727,3428.5693,3383.4417,3342.009
2220.42724609375,2296.8376,2376.8318,2430.0034,2518.4604,2558.4634
15839.748046875,16728.74,17617.535,18420.906,19433.816,20412.805
8954.3203125,8868.029,8914.066,8905.143,8864.77,8845.778
3398.898681640625,3538.3015,3672.493,3806.2876,3928.6716,4087.4692
7251.78955078125,7528.552,7829.633,8205.966,8480.103,8612.92
8943.814453125,9127.721,9358.517,9602.86,9848.725,9984.551
7397.732421875,7565.417,7603.3545,7632.577,7610.6567,7676.3555
9959.01171875,10112.888,10158.805,10360.796,10296.538,10231.601
9920.8642578125,10033.028,10145.626,10242.834,10302.567,10228.03
5248.044921875,5439.634,5667.5244,5950.917,6188.332,6347.5576
7555.83203125,7948.963,8288.448,8663.613,8768.581,8760.375
5964.734375,6339.5923,6718.9424,7107.8823,7451.0405,7554.077
7875.2802734375,8184.4873,8520.952,8880.734,9257.139,9565.771
9671.623046875,10209.09,10725.48,11310.875,11872.857,12390.637
6672.822265625,7072.737,7447.74,7900.2427,8309.458,8548.298
7812.056640625,8000.319,8194.777,8100.115,8260.236,8533.595
9186.845703125,9301.419,9399.519,9574.498,9647.192,9732.16
11515.427734375,11757.183,11986.935,12286.691,12509.98,12722.452
1177.03955078125,1188.6455,1171.7524,1194.2231,1208.1863,1154.1649
11476.931640625,12435.963,13338.227,14310.354,15332.912,16036.402
7099.58544921875,7377.71,7646.091,7896.965,8026.51,8247.606
15218.0595703125,16227.639,17318.451,18369.453,19370.629,20461.469
7597.3984375,8100.26,8620.364,9105.853,9741.339,10241.329
5219.40625,5540.9844,5875.31,6178.2617,6577.326,6909.7656
2029.8232421875,2167.5522,2300.29,2436.1255,2583.5237,2684.0974
9174.7109375,9778.937,10311.682,10837.984,11425.201,11828.527
4547.96630859375,4836.465,5142.564,5439.2295,5800.747,6102.8447
5885.4892578125,6411.4756,6938.166,7537.0117,7926.802,8036.4707
12853.896484375,13783.659,14730.757,15648.852,16735.121,17379.598
9047.330078125,9253.345,9414.273,9533.065,9780.408,9765.92
8850.3125,8956.364,9148.27,9103.051,9203.015,9157.646
3601.6884765625,3838.7473,4057.1658,4287.8154,4441.8584,4498.909
11127.7099609375,11265.527,11481.279,11710.904,12124.206,13041.9
5027.56640625,5414.737,5826.1943,6303.3057,6664.52,6836.4565
3121.47021484375,3312.6084,3543.8398,3784.0928,3920.514,3975.2734
8037.4189453125,8107.08,8841.516,9106.475,9342.88,8776.506
16116.369140625,16833.96,16700.066,17404.0,17222.54,16645.674
12755.109375,13483.296,14196.199,14864.026,15500.832,16053.288
6849.73193359375,7064.4355,7305.162,7593.1904,7981.4746,7952.083
2310.8681640625,2437.8943,2542.7642,2675.018,2809.9463,2817.6602
4483.35791015625,4340.6895,4688.9126,4675.7627,4532.166,4538.593
3743.212158203125,3933.8188,4125.258,4313.212,4511.5547,4719.764
9076.9169921875,9129.256,9119.546,9181.332,9121.553,9102.191
7530.62890625,7535.999,7517.4404,7531.4873,7544.8076,7528.3857
7737.80908203125,7738.2607,7734.546,7640.9673,7668.7783,7666.5244
13104.923828125,14010.27,14875.26,15712.23,16667.684,17402.002
10076.99609375,10736.063,11374.898,12014.707,12751.323,13361.136
3367.22900390625,3473.8096,3569.172,3650.2888,3757.6387,3850.2268
3991.37353515625,4196.2876,4374.786,4554.516,4749.6685,4946.06
3180.0234375,3334.1926,3540.0356,3729.036,3859.8416,3963.5913
3833.3232421875,3706.371,3853.0,4515.1807,4306.739,4047.8567
4841.744140625,5152.7354,5431.299,5711.787,5942.8496,6005.502
6357.2626953125,6802.8037,7223.619,7606.997,8017.2124,8494.335
1388.0396728515625,1383.1388,1406.8386,1373.5272,1389.4071,1387.4799
7645.9755859375,7766.2417,7901.129,8041.437,8141.13,8199.517
2539.5751953125,2693.336,2841.522,3009.5261,3179.817,3301.6558
10051.75390625,10208.6875,10313.261,10453.98,10379.131,10357.46
15580.8798828125,16071.771,16537.059,16935.566,17094.83,17453.98
5408.84326171875,5504.2188,5587.871,5707.7617,5821.4214,5848.5083
2774.12109375,3018.6206,3272.851,3554.0088,3787.88,3902.2935
7092.775390625,7637.3105,8233.62,8751.821,9422.283,10000.023
5201.9365234375,5585.172,5938.8613,6325.486,6666.3887,6851.7646
2039.656494140625,2164.5562,2292.6494,2450.478,2637.375,2761.897
10612.810546875,10688.94,10829.357,11116.826,11002.4,10897.154
2719.67822265625,2937.045,3140.7886,3353.6453,3570.58,3695.9478
3312.54736328125,3596.4766,3873.6416,4173.669,4404.552,4495.9297
2089.109130859375,2122.5095,2167.5415,2186.84,2211.9768,2225.501
1173.5191650390625,1176.447,1175.545,1175.2095,1177.3945,1179.3684
1854.232177734375,1918.6006,1974.0734,2050.7712,2103.6367,2098.8271
6799.76513671875,7012.479,7239.796,7456.28,7550.298,7714.222
12396.9990234375,13106.563,13870.888,14678.252,15669.6,16035.76
13711.2314453125,14506.63,15393.651,16262.719,17303.629,18127.656
3613.943115234375,3852.1377,4086.4133,4362.245,4619.625,4818.843
9232.08984375,9403.408,9554.978,9771.685,9937.07,10143.835
9676.154296875,9681.79,9714.612,9834.693,9905.294,9784.842
578.4891357421875,536.4071,705.6819,649.88965,605.08496,541.3948
7594.6806640625,7670.484,7737.976,7810.3745,7853.348,7896.9
9232.732421875,8988.7,9091.173,8770.981,9038.466,9161.554
6996.525390625,7369.3193,7794.592,8276.932,8796.314,9158.954
8741.853515625,9195.006,9682.529,10027.636,10276.603,10743.25
8948.6396484375,9060.469,9160.071,9291.28,9399.473,9351.043
8842.2216796875,9051.919,9282.348,9615.814,9882.795,9944.276
7418.607421875,7840.165,8171.0117,8519.068,9019.891,9501.699
6413.94482421875,6535.1406,6637.3945,6765.0254,6937.2964,6949.0005
7097.8564453125,7154.961,7204.145,7156.254,7153.2227,7172.6875
2289.42431640625,2394.6094,2486.8203,2589.4346,2707.8499,2817.7168
8264.0986328125,8686.818,9069.158,9452.25,9859.214,10257.226
14997.9609375,15884.778,16668.496,17596.762,18305.113,18549.523
7770.3544921875,8110.728,8409.204,8671.883,8907.707,9212.892
4306.498046875,4411.7554,4495.2363,4594.028,4652.891,4655.9463
2194.70361328125,2231.03,2253.0122,2228.9807,2224.626,2230.877
14577.28125,15221.442,15844.164,16469.66,17218.412,17876.268
1483.2684326171875,1559.7151,1640.2622,1734.4612,1796.868,1809.9594
5277.751953125,5704.871,6094.518,6506.991,6836.5967,7008.085
9769.50390625,9981.502,10050.692,10167.48,10080.184,10090.613
2176.892578125,2231.65,2293.4668,2289.9534,2271.984,2278.384
3633.259765625,3952.0889,4297.339,4666.422,5099.679,5333.5063
2542.00048828125,2750.5908,2966.7866,3184.502,3403.6548,3582.583
4050.5615234375,4453.647,4895.1284,5399.032,5829.369,6219.8906
5828.544921875,6224.9385,6670.4272,7138.4316,7628.9688,8015.9814
5543.55078125,5802.5776,6085.244,6356.798,6555.0947,6771.8115
6201.646484375,6352.6387,6492.059,6605.051,6636.358,6617.6426
7627.1865234375,7641.1445,7648.4673,7748.649,7801.8403,7781.1465
8384.34765625,8381.3125,8392.7295,8411.431,8368.81,8348.96
5195.63623046875,5239.0566,5233.396,5336.2827,5311.5664,5222.478
5554.18798828125,5884.0474,6226.0054,6574.368,6967.002,7264.5957
16214.93359375,17019.322,17843.01,18689.938,19583.54,20471.457
6026.02490234375,5926.4316,5883.5044,5775.8047,5980.6265,6341.595
1934.910888671875,2041.4912,2145.4639,2250.5115,2370.4731,2477.8384
5585.2724609375,6022.092,6429.5146,6874.342,7263.6074,7439.8633
1711.8214111328125,1757.968,1803.4434,1856.4692,1909.1357,1940.8595
2657.97607421875,2818.1028,2961.8035,3107.6538,3275.396,3404.9844
10821.423828125,11323.431,11827.62,12308.682,12768.27,13356.498
12569.8896484375,13203.2705,13883.66,14516.049,15102.255,15666.311
5674.12890625,5935.0264,6136.0933,6380.1763,6514.0527,6521.46
2916.71630859375,3161.0361,3434.4543,3692.8472,3999.062,4267.31
16310.3935546875,17242.596,18295.215,19440.516,20580.85,21067.928
2856.615234375,3016.071,3182.5518,3347.31,3542.938,3707.519
3127.837646484375,3153.095,3132.5015,3188.6304,3142.0908,3140.8477
2955.30078125,3092.4167,3225.837,3357.8665,3513.6162,3656.0703
2778.227783203125,2772.9714,2803.1404,2828.5183,2822.533,2785.6877
4689.9697265625,4873.233,5064.859,5224.25,5391.9653,5612.3564
2664.2646484375,2850.7446,3057.406,3255.1565,3484.5405,3684.017
3787.2734375,3981.6455,4194.9956,4405.0225,4605.837,4784.079
16325.6083984375,17663.47,19163.576,20672.326,22384.332,23761.975
16027.4931640625,16942.158,17773.521,18707.64,19560.453,20055.54
8744.69140625,9242.211,9765.625,10233.986,10730.01,11304.619
8354.8720703125,8466.412,8605.005,8738.933,8819.943,8904.65
4409.2392578125,4731.049,5037.326,5397.2383,5652.492,5912.505
3159.6455078125,3296.8013,3452.2222,3647.5977,3793.532,3869.683
6203.4765625,6459.246,6719.1245,6977.7295,7205.05,7455.2734
4367.46875,4432.939,4441.1387,5143.5747,4558.0615,4353.513
2322.3212890625,3091.38,3256.2617,3049.3438,4853.041,2840.663
2948.855712890625,3152.8896,3504.0735,3671.5457,3590.0354,3603.807
9578.8037109375,10076.18,10508.104,10978.318,11498.771,11862.566
8922.6357421875,9223.174,9518.636,9743.779,9768.707,10032.029
16624.046875,17720.734,18769.8,20129.328,19780.732,20495.516
1304.3428955078125,1351.529,1409.0514,1351.1284,1336.8203,1217.268
2306.208984375,2422.783,2527.5896,2651.1814,2777.5352,2854.542
2539.90087890625,2689.6304,2854.4702,3029.027,3205.378,3320.3994
1916.56396484375,1957.4762,2023.6229,2093.6404,2162.309,2194.3901
5409.22998046875,5726.9414,6028.5303,6350.9146,6663.7246,6839.5884
1186.190673828125,1173.0547,1195.6666,1220.3872,1168.1565,1166.6688
5506.1533203125,5443.3945,5603.8633,5708.72,5714.871,5746.0225
13301.6484375,14115.124,14909.26,15718.594,16617.5,17022.36
2315.56591796875,2462.1172,2599.9072,2742.7349,2894.9683,2995.6
14010.0546875,14647.475,15090.711,15911.971,16668.494,17441.488
9236.541015625,9853.268,10497.485,11103.944,11886.276,12538.018
3543.4169921875,3549.0142,3980.7397,4379.93,4262.4287,4013.0671
15089.6513671875,15863.259,16699.74,17546.727,18574.047,19310.742
9537.291015625,10108.316,10762.518,11455.496,12218.518,12666.348
3629.392333984375,3642.2378,3672.7324,3684.2405,3683.9648,3645.551
5424.7529296875,5312.0664,5284.263,5530.612,5301.9766,5455.263
2664.29638671875,2829.5942,3020.6309,3232.8872,3488.104,3648.192
9351.9755859375,9567.172,9776.462,10063.626,10200.151,10218.58
9290.2109375,9892.504,10495.198,11059.031,11677.879,12281.336
5848.40185546875,5823.074,5971.854,6134.1997,6310.881,6251.9385
8731.58984375,8910.888,9014.639,9122.23,8905.879,8738.213
10492.8271484375,10587.072,10705.399,10914.433,11143.025,11228.098
1417.9599609375,1415.5698,1407.8612,1424.081,1428.0532,1423.0026
13837.4375,14618.652,15439.154,16177.474,16748.363,17693.16
7686.0009765625,7914.208,8184.6416,8427.897,8584.567,8712.215
1096.8787841796875,1102.45,1105.9612,1112.0714,1119.0282,1115.5116
20834.91796875,21861.771,22784.637,23745.762,24274.164,24563.504
5692.53076171875,5726.3643,5740.7646,6032.567,6139.7954,6163.526
10868.642578125,11021.115,11175.299,11296.33,11402.009,11467.98
8441.6904296875,8758.825,9171.275,9380.548,9665.273,10040.504
7797.46875,7840.8984,7890.27,7936.448,7899.6895,7881.277
10463.0849609375,10820.201,11047.548,11777.406,12014.795,11894.977
1921.5850830078125,1939.7302,1923.4242,1890.7615,2010.5981,1904.9628
5145.7119140625,5487.273,5857.59,6244.2295,6635.788,6933.43
10418.9052734375,10448.454,10426.402,10550.78,10467.782,10421.946
3229.1015625,3405.1106,3583.3755,3768.3955,3978.6,4116.174
1954.687744140625,1982.1274,2027.843,2043.1183,2119.9048,2209.3354
5246.0859375,5531.6636,5841.64,6102.4663,6338.475,6613.54
3337.032470703125,3357.623,3363.123,3328.6934,3330.9932,3269.3064
2287.7685546875,2260.724,2255.321,2255.9688,2237.9211,2239.511
8653.0048828125,8914.517,9107.276,9149.25,9632.298,9314.792
9889.4580078125,10145.608,10424.865,10668.6,10936.038,11090.825
3849.2451171875,4061.0493,4301.77,4516.862,4787.936,5037.9795
1233.3419189453125,1231.9719,1203.9067,1290.2854,1232.9299,1177.9058
8360.9287109375,8348.445,8309.309,8376.663,8355.034,8288.693
9723.634765625,9776.447,9914.901,9924.91,10086.457,10129.333
10417.1669921875,10537.981,10694.346,10768.554,10971.615,11105.5
4129.3876953125,4289.601,4446.2344,4649.715,4903.959,5021.1367
2052.634033203125,2064.2603,2078.948,2083.094,2090.715,2094.8406
1296.052978515625,1330.8165,1354.8691,1285.6179,1324.7546,1319.2396
2027.0782470703125,2131.1875,2240.8005,2334.2349,2435.5527,2543.1877
6079.9501953125,6530.6167,6959.3184,7430.8145,7880.001,8103.938
2524.2021484375,2703.9692,2869.8389,3058.3635,3203.1792,3263.7617
1645.722412109375,1666.3958,1632.7118,1649.33,1647.1493,1692.8728
6525.1083984375,6803.4995,7069.1064,7322.236,7500.9697,7784.71
2754.32177734375,2913.4084,3085.7917,3309.48,3524.8435,3630.8066
8900.60546875,9505.17,10099.334,10762.047,11416.881,11723.514
2240.008544921875,2422.8516,2619.9792,2783.5244,2995.1533,3090.4004
2772.809326171875,2882.1672,2983.0986,3028.2278,3127.8354,3134.4443
2496.7001953125,2506.7773,2533.7922,2315.4526,2417.7134,2368.5173
